,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,size
13,0.0811543,0.20796962,0.14192818,0.022683667,0.10059676,0.12434216,-0.10561301,0.12235929,-0.049948487,0.1284399,-0.08031438,-0.15056656,0.08810151,-0.15237978,-0.013837855,-0.19694479,-0.12510403,0.2757379,-0.24981844,0.19104977,0.11306433,0.076644465,0.3254626,0.11050551,0.111150846,-0.025582539,0.097847596,-0.071336344,-0.09727324,0.22172385,-0.2576235,-0.18247387,0.0941235,0.06562827,0.052359354,0.006748814,0.18079317,-0.20062467,0.28264475,-0.21375571,-0.11427223,0.08617538,-0.0027281009,0.0594615384615384
14,0.088009715,0.20041409,0.14214669,0.028204938,0.08524401,0.114149354,-0.09831922,0.1468342,-0.06381719,0.13623421,-0.054003194,-0.16300276,0.066626996,-0.124949105,-0.035122044,-0.20213196,-0.14291519,0.26145998,-0.23845248,0.17943849,0.089470245,0.08363456,0.31857616,0.09878251,0.12440296,-0.021102365,0.096445575,-0.05838029,-0.097122476,0.2164073,-0.24865417,-0.16975673,0.08895837,0.051904533,0.053275626,-0.012263548,0.19655481,-0.21075615,0.29077357,-0.22640568,-0.11824428,0.05277862,-0.015946355,0.023076923076923
15,0.072269484,0.21537791,0.13920964,0.048757784,0.085669465,0.13822202,-0.08144158,0.14278388,-0.04440519,0.13202491,-0.030152453,-0.16257176,0.05135077,-0.12014456,-0.04438019,-0.18682632,-0.11099089,0.25318074,-0.23451652,0.17765224,0.09302248,0.029003007,0.29515094,0.094227105,0.10713369,-0.02649065,0.07403327,-0.05270715,-0.08986588,0.19786379,-0.22714055,-0.18724862,0.07010164,0.07480222,0.055861745,0.029729234,0.19054168,-0.19276097,0.2958417,-0.20878357,-0.09320603,0.09202926,0.016536273,0.0636153846153846
16,0.087323636,0.20344129,0.14439568,0.030432673,0.09541227,0.11510291,-0.09171827,0.14708117,-0.055240266,0.13260345,-0.047979623,-0.16416204,0.06261258,-0.1277712,-0.03182671,-0.20124304,-0.13774085,0.26118255,-0.24297287,0.18016122,0.098942734,0.07103028,0.31295973,0.10288122,0.12166272,-0.023402782,0.09272477,-0.05538703,-0.09820449,0.21327633,-0.2516549,-0.17290132,0.09094766,0.05618538,0.04593078,-0.005341992,0.19216768,-0.20922163,0.2834419,-0.21830805,-0.108974,0.06268372,-0.01506706,0.0389999999999999
17,0.08697228,0.2047182,0.14128093,0.027563255,0.08653641,0.11421434,-0.09226185,0.14690123,-0.05970972,0.1344578,-0.04265572,-0.16787055,0.056962747,-0.12546428,-0.040101208,-0.19981004,-0.14468913,0.2602538,-0.23683405,0.1792597,0.08262939,0.07892576,0.31443143,0.10062495,0.12760107,-0.019603996,0.095019415,-0.05301112,-0.09339427,0.20988108,-0.2557128,-0.16556194,0.09123714,0.05167111,0.043354116,-0.010563739,0.20101291,-0.2109761,0.28951424,-0.22119236,-0.11112996,0.0519179,-0.023156073,0.032090909090909
18,0.09224715,0.22236383,0.14762698,0.03838474,0.111018345,0.13730279,-0.111891076,0.12666398,-0.050056193,0.13991114,-0.09695692,-0.15125427,0.09300564,-0.161963,-0.008204311,-0.20145442,-0.12701035,0.30324984,-0.26188374,0.20597543,0.111449294,0.087734774,0.34319052,0.12706526,0.11463487,-0.028957667,0.10335324,-0.07392365,-0.09971679,0.2382409,-0.25668064,-0.18569478,0.10996961,0.074075356,0.06548978,0.0012107473,0.19103089,-0.2094441,0.30873734,-0.2214428,-0.114892356,0.09590724,-0.007250212,0.0283636363636363
19,0.08154731,0.20706148,0.13961117,0.03748406,0.08772601,0.123414755,-0.089766815,0.14517154,-0.05618369,0.13262603,-0.046469674,-0.16305612,0.060626682,-0.12452169,-0.038108505,-0.19761865,-0.13194388,0.26084232,-0.2386654,0.17929496,0.09013673,0.06397672,0.3117519,0.097763,0.119231425,-0.018468186,0.0881599,-0.057009354,-0.09597546,0.20955643,-0.24288708,-0.17820178,0.083484575,0.06268135,0.0560221,0.0041735247,0.19612461,-0.20421892,0.2915906,-0.2200775,-0.10770155,0.06919609,-0.005302191,0.0283636363636363
20,0.09108404,0.2174899,0.15426703,0.047870006,0.119681075,0.13519421,-0.074732766,0.1463483,-0.040747974,0.13089609,-0.04911013,-0.16648725,0.043757074,-0.1372862,-0.02334148,-0.20371065,-0.13195674,0.27438316,-0.25514,0.18681012,0.104581304,0.052827053,0.3097871,0.11556777,0.11434839,-0.026117412,0.08478784,-0.046771396,-0.094285205,0.22628143,-0.2524104,-0.1871596,0.10604759,0.08092621,0.049903,0.017429631,0.19742844,-0.2049607,0.29777965,-0.21225491,-0.094621845,0.08946401,-0.007366631,0.032090909090909
21,0.10277723,0.21357478,0.16881035,0.045390677,0.13804603,0.13069165,-0.058097597,0.15042236,-0.032151204,0.11726874,-0.059768,-0.16569994,0.047450684,-0.1530509,-0.009043634,-0.2078393,-0.13353854,0.26836947,-0.2611804,0.18947068,0.10728521,0.06935032,0.31178758,0.121730626,0.108339146,-0.025954308,0.083716534,-0.06819313,-0.10826447,0.24344884,-0.26550925,-0.19765893,0.11916055,0.081221074,0.060287513,0.016118936,0.1919166,-0.2015757,0.29943818,-0.21548991,-0.10693025,0.09095587,-0.02035344,0.0608181818181818
22,0.02202321,0.18434319,0.06229914,0.0015834889,-0.015251398,0.120882,-0.06748311,0.082514115,-0.044365242,0.1054754,0.03584768,-0.13251358,0.041733198,-0.08121624,-0.10518685,-0.119451374,-0.0756231,0.16482456,-0.12415424,0.13762875,-0.01601416,-0.002187334,0.24711968,0.046510674,0.099042185,-0.014091982,0.04832826,-0.052075706,-0.04030361,0.06344489,-0.19426697,-0.1155127,-0.0021102112,0.039165467,0.021301739,0.027896015,0.17286275,-0.13785255,0.25876427,-0.1593079,-0.07492598,0.0519545,0.027483782,0.0176363636363636
23,0.113163285,0.2144576,0.16807494,0.049660012,0.11129017,0.12832673,-0.10959627,0.16739213,-0.0655146,0.14846137,-0.06991869,-0.17481813,0.06308772,-0.14255908,-0.025172483,-0.22383212,-0.15875912,0.2966324,-0.26993185,0.19213751,0.09836554,0.112071596,0.33784947,0.11436145,0.1301335,-0.026110852,0.10382824,-0.062376693,-0.102455094,0.26329258,-0.2678095,-0.18506846,0.11664691,0.06680435,0.07251474,-0.016800545,0.21521929,-0.22694916,0.32109123,-0.25045732,-0.13327588,0.06066247,-0.031007562,0.0178181818181818
24,0.08029411,0.20601083,0.14387608,0.020454023,0.07826774,0.124427915,-0.12145369,0.1252412,-0.064328164,0.1352706,-0.078684464,-0.15349023,0.10242734,-0.14570442,-0.028489422,-0.19749078,-0.12989525,0.27225724,-0.24770267,0.18250054,0.1005008,0.090010494,0.33410487,0.10082376,0.11624059,-0.023615431,0.096305355,-0.06994976,-0.08864576,0.2194865,-0.25494918,-0.18604666,0.08169072,0.063286714,0.05834546,0.0024982467,0.19341314,-0.2054717,0.2936672,-0.22547755,-0.12657037,0.07012692,-0.0030800588,0.0083636363636363
25,0.039392546,0.190836,0.097143255,0.013653293,0.025349185,0.11697712,-0.04212989,0.1074333,-0.030345462,0.09500605,0.027855704,-0.14818475,0.038325995,-0.09812778,-0.0883173,-0.14492714,-0.08915627,0.16860496,-0.15862225,0.14413208,0.012631554,0.004691912,0.25593415,0.05906994,0.10081778,-0.014643017,0.042664282,-0.057800356,-0.0646342,0.10520025,-0.21156257,-0.14926061,0.02415802,0.053358108,0.03251101,0.034801006,0.18249732,-0.14936799,0.26539797,-0.17022836,-0.079615735,0.060198158,0.01402504,0.0608181818181818
26,0.07630629,0.20464185,0.13584167,0.03722584,0.10522564,0.11724695,-0.07077812,0.12739517,-0.03104977,0.11676946,-0.05491902,-0.16026661,0.054745905,-0.12999268,-0.025367998,-0.19598816,-0.1299102,0.25112766,-0.23559749,0.18505785,0.103264354,0.04939746,0.29444513,0.10313666,0.10402271,-0.020938369,0.08287194,-0.05704958,-0.09604704,0.20804635,-0.24413307,-0.171464,0.091392875,0.06285133,0.04934191,0.013436592,0.18359634,-0.18829098,0.2771545,-0.20431612,-0.09746641,0.08050336,0.00033205375,0.0363636363636363
27,0.089365385,0.19493008,0.12465674,0.0040125744,0.070820004,0.11534931,-0.12621996,0.11508213,-0.06957541,0.13636006,-0.09399435,-0.13802966,0.103809536,-0.15057425,-0.023750976,-0.19303893,-0.13779663,0.27666062,-0.22664264,0.19061144,0.07657925,0.12130556,0.34353065,0.10754889,0.12349312,-0.022266997,0.11074008,-0.08727582,-0.09186797,0.21031418,-0.25961947,-0.15440008,0.09163547,0.04590302,0.056002066,-0.03257905,0.18573427,-0.20861283,0.28850275,-0.22218111,-0.13435686,0.05141016,-0.023591835,0.0039090909090909
28,0.070657425,0.21748737,0.14281195,0.045162823,0.07347313,0.13979106,-0.086978376,0.14821142,-0.05318536,0.13715935,-0.008910509,-0.16770765,0.046825103,-0.11603544,-0.060755704,-0.1830404,-0.111659735,0.24813548,-0.22978398,0.17057924,0.07845052,0.027142996,0.29743123,0.089171425,0.11588489,-0.029754927,0.070811115,-0.042099025,-0.08201645,0.1876241,-0.2335852,-0.18720613,0.06296838,0.073741026,0.04417296,0.031071834,0.19754031,-0.19640505,0.29720187,-0.20873939,-0.09056607,0.08040474,0.009442087,0.0326363636363636
29,0.021290392,0.20262772,0.07464932,0.030170774,0.022208933,0.12983626,-0.037679635,0.08784129,-0.017237728,0.0978332,0.038068295,-0.14158581,0.029509095,-0.086102396,-0.0970463,-0.1302917,-0.070904575,0.17350477,-0.1509228,0.14778745,0.015899811,-0.037075073,0.23709096,0.059474375,0.08991061,-0.0180822,0.02995406,-0.03868318,-0.047889154,0.076683216,-0.19112986,-0.14401278,0.012316438,0.06574029,0.028650291,0.05780872,0.17820907,-0.13355744,0.2618893,-0.15163878,-0.054365635,0.08859868,0.03936503,0.0361818181818181
30,0.17498907,0.21162827,0.25229526,0.03891361,0.12782872,0.12502457,-0.22668536,0.2387362,-0.1427552,0.2158338,-0.13300972,-0.21634746,0.11509879,-0.18238139,0.001205869,-0.26136866,-0.20660555,0.38785225,-0.3608418,0.21295442,0.16249257,0.23312025,0.41598484,0.14094864,0.17407568,-0.037281685,0.18769258,-0.10101213,-0.13217844,0.39895055,-0.33644867,-0.21877995,0.15684934,0.029459732,0.083654426,-0.066328004,0.2388992,-0.3089302,0.36200768,-0.3469006,-0.2164789,0.021298083,-0.09668876,0.0037272727272727
31,0.010377059,0.1870151,0.060811892,0.010963289,0.028174385,0.11430559,-0.022101697,0.07232655,-0.016469607,0.08280441,0.037861884,-0.13472334,0.024402305,-0.08793957,-0.087492384,-0.12352687,-0.07343087,0.15911935,-0.13530296,0.1415365,0.01241577,-0.040148437,0.22883353,0.059536688,0.090523645,-0.00744118,0.033056956,-0.037139714,-0.048009068,0.059885144,-0.19875723,-0.12895629,0.016601693,0.054783434,0.0097461995,0.055523787,0.16535437,-0.12451795,0.23499048,-0.13603297,-0.043438725,0.08115956,0.03165063,0.0324545454545454
32,0.14875068,0.23545364,0.23955484,0.05493359,0.06649139,0.16474523,-0.22910213,0.23251922,-0.15090074,0.23220354,-0.06299091,-0.22138858,0.09831276,-0.1544572,-0.06299491,-0.23425876,-0.17509985,0.36053202,-0.33432072,0.19004096,0.10980878,0.17514434,0.39861727,0.11536048,0.17315938,-0.051764607,0.14374755,-0.06404635,-0.08235778,0.34479693,-0.29871982,-0.23379216,0.106236495,0.06381372,0.07778284,-0.012548182,0.2731463,-0.29389516,0.40495914,-0.33486158,-0.19126317,0.037567213,-0.057715934,0.0146923076923076
33,0.06962269,0.22144604,0.14370663,0.048812572,0.06354582,0.14676514,-0.09169184,0.15336373,-0.053480912,0.14094304,0.006431328,-0.17015563,0.04428357,-0.11205609,-0.072208196,-0.17878151,-0.10378584,0.24412721,-0.22837342,0.16787155,0.073846504,0.016823938,0.29425487,0.0844786,0.115986586,-0.03466077,0.06537575,-0.040165443,-0.07752512,0.17952204,-0.23091786,-0.19065449,0.052296482,0.07718939,0.041434705,0.038247097,0.1990377,-0.19609797,0.3001817,-0.20762886,-0.087577775,0.08292,0.014336793,0.004
34,0.024583789,0.18417221,0.07589755,-0.0015197615,0.0043436773,0.108857,-0.03357975,0.091544576,-0.031275205,0.09055942,0.047210217,-0.14417878,0.03156259,-0.08878812,-0.101203576,-0.12500511,-0.08030289,0.14826575,-0.13357987,0.13692719,-0.01107377,-0.005893279,0.24333218,0.05381313,0.10320759,-0.010574574,0.04067653,-0.0544442,-0.051809657,0.06949173,-0.20291865,-0.12604134,0.011386121,0.040940344,0.017088344,0.035380393,0.1799304,-0.13655195,0.25659928,-0.15535587,-0.06940104,0.054896794,0.012251694,0.037
35,0.02701615,0.18842115,0.08160206,0.010018123,0.038650453,0.11117356,-0.017006528,0.08201904,-0.008509615,0.079808705,0.031884912,-0.1369882,0.031037703,-0.09640121,-0.07906721,-0.12943321,-0.07392001,0.15597904,-0.1478419,0.14495657,0.020890735,-0.025900789,0.23621954,0.06835526,0.08811245,-0.015330955,0.033401784,-0.049684495,-0.060197752,0.07639458,-0.2039988,-0.13752759,0.025564382,0.053469226,0.016369775,0.046855673,0.164334,-0.12947705,0.24144854,-0.14024518,-0.054049328,0.077573694,0.021643372,0.002625
36,0.07785761,0.19298749,0.14828947,0.01811376,0.025061829,0.11521098,-0.12181319,0.14181887,-0.08534702,0.13482058,-0.040578656,-0.16863595,0.09743022,-0.113133445,-0.07606305,-0.1909867,-0.1432199,0.22852008,-0.22179821,0.15005843,0.048108466,0.10425802,0.32199022,0.06469931,0.122839384,-0.014499035,0.081577465,-0.06704447,-0.071326286,0.20132864,-0.24386324,-0.18545231,0.04787159,0.050460946,0.0698764,-0.0023053847,0.2217767,-0.20315203,0.31172526,-0.24703872,-0.15192565,0.021260332,-0.01246294,0.0268666666666666
37,0.18262868,0.23161286,0.28435624,0.061180316,0.21925266,0.15076077,-0.13007313,0.24334204,-0.07137613,0.17389162,-0.11019963,-0.21141979,0.06440662,-0.21707293,0.044724435,-0.2512366,-0.1579565,0.3691493,-0.38549465,0.226027,0.21134505,0.14745036,0.37837067,0.1791317,0.1378651,-0.055133425,0.15387456,-0.11529517,-0.16292068,0.40625173,-0.34013152,-0.2635052,0.18792568,0.07951963,0.07215133,0.00052865595,0.20105854,-0.27954376,0.34336913,-0.29273826,-0.15860753,0.110496804,-0.08114447,0.0275
38,0.08465801,0.20222038,0.1474683,0.032867618,0.11249164,0.11782351,-0.058749843,0.14015515,-0.030050572,0.11205297,-0.055316843,-0.1594215,0.05523784,-0.13762538,-0.018398471,-0.19772196,-0.12492061,0.2462314,-0.24007067,0.1838601,0.10581813,0.054191962,0.2985943,0.10472655,0.104943804,-0.021400025,0.08214032,-0.07372558,-0.11052094,0.21548438,-0.24672714,-0.185126,0.09398223,0.065115914,0.05685004,0.011696154,0.17878915,-0.19305184,0.27728325,-0.20641623,-0.1043615,0.082253456,-0.005560044,0.0178181818181818
39,0.079158135,0.2157658,0.13798453,0.03587741,0.016438786,0.14581032,-0.12905021,0.16968274,-0.0899655,0.16135585,0.019514607,-0.17691904,0.04538739,-0.1012206,-0.09853132,-0.17661029,-0.12075582,0.24605802,-0.21078537,0.157793,0.024493832,0.064325,0.3094989,0.06738736,0.1372332,-0.027631933,0.082635984,-0.05096179,-0.06478537,0.17810366,-0.23647316,-0.16718334,0.039196655,0.055223923,0.04689944,0.0048004873,0.22215486,-0.21373305,0.32582915,-0.2356211,-0.120277785,0.04161482,-0.008807845,0.0786666666666666
40,0.059450477,0.216446,0.121465236,0.03892648,0.054169584,0.14670618,-0.070933506,0.131881,-0.03754878,0.12347159,0.017830113,-0.15446709,0.03525895,-0.10750898,-0.07906789,-0.1617702,-0.089494295,0.21931328,-0.20273045,0.16287409,0.05904665,-0.006197812,0.27543193,0.07973935,0.105221756,-0.033408225,0.05316695,-0.044695683,-0.07148703,0.14264296,-0.22267824,-0.1790711,0.03985899,0.08115241,0.028546017,0.04581922,0.18526518,-0.17879632,0.27979305,-0.18081978,-0.070277266,0.08914359,0.022607945,0.0736923076923077
41,-0.009930329,0.16458938,0.034338593,-0.013382475,0.025795832,0.08941778,0.020692715,0.02987441,0.00097207935,0.0532175,0.031434312,-0.1202397,0.019814003,-0.09085143,-0.077703685,-0.095550075,-0.06422634,0.12181495,-0.09846686,0.13483156,-0.01388498,-0.04424577,0.20360544,0.060213745,0.07856266,0.004187363,0.028174616,-0.053657345,-0.04229814,0.02703932,-0.1872884,-0.09934381,0.020040698,0.033522636,0.008037871,0.059610657,0.1509568,-0.08600035,0.21653825,-0.11190601,-0.036856912,0.08064419,0.02415859,0.0696153846153846
42,0.0895022,0.19612464,0.16611728,0.017467568,0.055198852,0.10950294,-0.08907862,0.15721145,-0.06809997,0.1219336,-0.040160477,-0.17233317,0.087002315,-0.12890002,-0.058511984,-0.19618902,-0.14126164,0.22416557,-0.22954349,0.16078661,0.05625447,0.105115674,0.32481703,0.079483345,0.123641506,-0.017013948,0.081785366,-0.08499639,-0.09913299,0.21486847,-0.25471205,-0.19494283,0.067080975,0.04866633,0.07188884,-0.0073975883,0.21169618,-0.20673496,0.30807033,-0.24101819,-0.14885429,0.027243001,-0.029451843,0.0827692307692307
43,0.14952406,0.2402408,0.23015891,0.07441931,0.19343579,0.14978813,-0.13133328,0.20086455,-0.07143327,0.18308327,-0.11825432,-0.20417029,0.05266109,-0.18481614,0.024569087,-0.24864262,-0.17693852,0.38137934,-0.35581666,0.23151624,0.18545458,0.12788518,0.36355695,0.16593243,0.13827643,-0.04372611,0.14681298,-0.0664669,-0.12715122,0.37161383,-0.30947018,-0.22982585,0.18061,0.08086662,0.07590875,0.0023509916,0.22209936,-0.26484147,0.34987593,-0.28529966,-0.14103563,0.10584995,-0.054996382,0.0557142857142857
44,0.113792695,0.26399878,0.24173726,0.06803501,0.01881954,0.16127023,-0.22969492,0.20912474,-0.15104787,0.23995028,-0.037703216,-0.25117272,0.126941,-0.13443245,-0.12075396,-0.21284178,-0.17710246,0.3486763,-0.33938915,0.1770961,0.08806276,0.15105073,0.3849688,0.09178063,0.17621669,-0.046553023,0.11266251,-0.027247872,-0.04187233,0.3125488,-0.2913326,-0.2696846,0.070436314,0.06481607,0.0878632,0.031563077,0.3250607,-0.28197712,0.4339726,-0.34722662,-0.20307939,0.030911658,-0.054005746,0.0381875
45,0.08236079,0.22747414,0.1543205,0.04984217,0.08089849,0.14950478,-0.09146069,0.16053224,-0.048214715,0.140982,0.009161619,-0.17328632,0.033474013,-0.12090543,-0.063437015,-0.18633988,-0.11004856,0.25240287,-0.24209274,0.1727134,0.081496544,0.021263631,0.29816985,0.096487686,0.11861917,-0.040652312,0.069484845,-0.037127208,-0.07890329,0.1919893,-0.24718364,-0.19197467,0.06811702,0.08348933,0.03200942,0.035050035,0.20156512,-0.20491618,0.29999262,-0.20644687,-0.085897334,0.08716625,0.0016928427,0.0273333333333333
46,0.035320375,0.17979984,0.08575113,-0.0038704686,-0.0057206564,0.11146736,-0.06936839,0.094753824,-0.049240515,0.10112877,0.018024396,-0.13704422,0.06126087,-0.092066996,-0.095701724,-0.13774905,-0.09038705,0.16435242,-0.14325333,0.13666795,-0.0037695877,0.026444295,0.26794696,0.05052875,0.104824625,-0.01244773,0.05025749,-0.061133094,-0.055163167,0.090934806,-0.20765907,-0.13532436,0.008668436,0.039113354,0.031112194,0.016461536,0.18047686,-0.15144747,0.26248652,-0.17441903,-0.09297208,0.036050737,0.01424814,0.0093333333333333
47,0.070712864,0.21508053,0.13981317,0.049098305,0.073886886,0.13795452,-0.08984776,0.14636831,-0.053372808,0.13666835,-0.02577454,-0.16432044,0.056053177,-0.1158555,-0.0537673,-0.1860069,-0.1133353,0.25213844,-0.23017244,0.17397694,0.08317725,0.034879632,0.29939896,0.08817135,0.11119662,-0.02583672,0.07390385,-0.052015472,-0.08750222,0.19583313,-0.22585016,-0.18748325,0.063087374,0.07111642,0.0590952,0.02604719,0.19562292,-0.19532755,0.3011133,-0.21510431,-0.09888401,0.08246111,0.014663627,0.0618888888888888
